ville;mediane_niveau_de_vie_2019;part_menages_fiscaux_imposés_2019
Brignac;18000;
Bubry;18880;38
Buléon;18640;
Caden;18800;
Calan;20950;
Camoël;20750;
Camors;20440;44
Campénéac;20120;
Carentoir;19560;42
Carnac;23130;58
Caro;19700;
Caudan;22100;55
La Chapelle-Neuve;18940;
Cléguer;21120;51
Cléguérec;20420;43
Colpo;21040;50
Concoret;18590;
Cournon;20330;
Le Cours;19670;
Crach;23210;58
Crédin;19650;
Le Croisty;17520;
Croixanvec;18890;
La Croix-Helléan;20140;
Cruguel;19380;
Damgan;23910;62
Elven;20580;46
Erdeven;21850;53
Étel;21950;52
Évriguet;18430;
Le Faouët;19130;40
Férel;20790;47
Les Fougerêts;19330;
La Gacilly;20470;46
Gâvres;20240;
Gestel;22430;57
Gourhel;21990;
Gourin;19080;42
Grand-Champ;21580;52
La Grée-Saint-Laurent;19130;
Groix;19770;48
Guégon;19820;42
Guéhenno;19150;
Gueltas;19860;
Guémené-sur-Scorff;18840;
Guénin;20430;
Guer;20930;50
Guern;18570;
Le Guerno;20450;
Guidel;24050;61
Guillac;19940;
Guilliers;19980;
Guiscriff;18620;39
Helléan;18130;
Hennebont;20170;46
Le Hézo;23000;
Hœdic;20230;
Île-d'Houat;19430;
Île-aux-Moines;24010;
Île-d'Arz;25000;
Inguiniel;19650;40
Inzinzac-Lochrist;20510;47
Josselin;19980;43
Kerfourn;19330;
Kergrist;20250;
Kervignac;22720;58
Landaul;20130;43
Landévant;20860;44
Lanester;19310;43
Langoëlan;16070;
Langonnet;18590;
Languidic;20610;45
Forges de Lanouée;19690;41
Lantillac;19510;
Lanvaudan;19780;
Lanvénégen;18060;
Larmor-Baden;26850;
Larmor-Plage;27170;67
Larré;20320;
Lauzach;20600;
Lignol;17890;
Limerzel;19580;
Lizio;19870;
Locmalo;19640;
Locmaria;21490;
Locmaria-Grand-Champ;21590;
Locmariaquer;23360;
Locminé;19600;45
Locmiquélic;21560;52
Locoal-Mendon;21220;50
Locqueltas;20900;
Lorient;18850;43
Loyat;18870;
Malansac;19590;42
Malestroit;21130;46
Malguénac;21460;
Marzan;20640;46
Mauron;19040;41
Melrand;19540;
Ménéac;18860;
Merlevenez;21160;50
Meslan;19210;
Meucon;22680;61
Missiriac;20560;
Mohon;17810;
Molac;19750;
Monteneuf;19680;
Monterblanc;21530;52
Montertelot;20600;
Moréac;20440;47
Moustoir-Ac;20760;
Muzillac;21270;50
Évellys;20110;42
Néant-sur-Yvel;18290;
Neulliac;20310;
Nivillac;20580;44
Nostang;21340;
Noyal-Muzillac;20500;48
Noyal-Pontivy;21130;52
Le Palais;20860;55
Péaule;19720;42
Peillac;19600;
Pénestin;21750;54
Persquen;17240;
Plaudren;21120;47
Plescop;22050;57
Pleucadeuc;19580;
Pleugriffet;19080;
Ploemel;21380;51
Ploemeur;24230;62
Ploërdut;19170;
Ploeren;23390;61
Ploërmel;21020;48
Plouay;20590;46
Plougoumelen;24120;61
Plouharnel;21930;52
Plouhinec;21660;52
Plouray;18500;
Pluherlin;20000;
Plumelec;19520;39
Pluméliau-Bieuzy;19910;42
Plumelin;20600;46
Plumergat;21500;51
Pluneret;21940;55
Pluvigner;20210;43
Pontivy;20050;47
Pont-Scorff;21370;54
Porcaro;19490;
Port-Louis;21180;48
Priziac;17830;
Questembert;20650;46
Quéven;22050;56
Quiberon;22930;58
Quistinic;19780;
Radenac;18900;
Réguiny;19450;
Réminiac;18420;
Riantec;21060;50
Rieux;20440;45
La Roche-Bernard;20510;
Rochefort-en-Terre;19810;
Val d'Oust;20370;45
Rohan;20100;
Roudouallec;18250;
Ruffiac;19530;
Le Saint;18080;
Saint-Abraham;20650;
Saint-Aignan;17950;
Saint-Allouestre;19650;
Saint-Armel;24450;
Saint-Avé;22220;56
Saint-Barthélemy;20030;
Saint-Brieuc-de-Mauron;15930;
Sainte-Brigitte;20050;
Saint-Caradec-Trégomel;17730;
Saint-Congard;19710;
Saint-Dolay;19580;42
Saint-Gérand;20840;
Saint-Gildas-de-Rhuys;26240;65
Saint-Gonnery;21740;
Saint-Gorgon;18540;
Saint-Gravé;18130;
Saint-Guyomard;20890;
Sainte-Hélène;21590;
Saint-Jacut-les-Pins;19390;
Saint-Jean-Brévelay;19780;47
Saint-Jean-la-Poterie;20640;
Saint-Laurent-sur-Oust;20080;
Saint-Léry;19120;
Saint-Malo-de-Beignon;18980;
Saint-Malo-des-Trois-Fontaines;18430;
Saint-Marcel;19780;
Saint-Martin-sur-Oust;19090;
Saint-Nicolas-du-Tertre;19270;
Saint-Nolff;22690;59
Saint-Perreux;21390;
Saint-Philibert;23170;
Saint-Pierre-Quiberon;22400;56
Saint-Servant;20200;
Saint-Thuriau;22020;
Saint-Tugdual;17600;
Saint-Vincent-sur-Oust;20180;
Sarzeau;24030;62
Sauzon;21090;
Séglien;19430;
Séné;23450;60
Sérent;19870;42
Silfiac;18190;
Le Sourn;21820;54
Sulniac;21100;48
Surzur;22460;54
Taupont;21360;50
Théhillac;18720;
Theix-Noyalo;23020;58
Le Tour-du-Parc;24330;
Tréal;19290;
Trédion;20070;
Treffléan;21850;53
Tréhorenteuc;17750;
La Trinité-Porhoët;17660;
La Trinité-sur-Mer;26170;
La Trinité-Surzur;20460;
Vannes;21610;53
La Vraie-Croix;20660;
Bono;23050;57
Sainte-Anne-d'Auray;21900;50
Kernascléden;17370;
Aboncourt;22380;
Aboncourt-sur-Seille;;
Abreschviller;21560;
Achain;;
Achen;22380;
Adaincourt;21710;
Adelange;21090;
Ajoncourt;20560;
Alaincourt-la-Côte;23040;
Albestroff;21590;
Algrange;19310;30
Alsting;23330;58
Altrippe;21600;
Altviller;22140;
Alzing;22760;
Amanvillers;22810;56
Amelécourt;20790;
Amnéville;20550;42
Ancerville;21120;
Ancy-Dornot;24940;
Angevillers;24430;
Antilly;28040;
Anzeling;22680;
Apach;25460;
Arraincourt;20230;
Argancy;27060;
Arriance;22400;
Arry;23690;
Ars-Laquenexy;27420;
Ars-sur-Moselle;19530;45
Arzviller;21740;
Aspach;;
Assenoncourt;18030;
Attilloncourt;21900;
Aube;22380;
Audun-le-Tiche;23670;21
Augny;24950;
Aulnois-sur-Seille;23290;
Aumetz;22200;24
Avricourt;18340;
Ay-sur-Moselle;25410;
Azoudange;17990;
Bacourt;20370;
Baerenthal;21000;
Bambiderstroff;22180;
Bannay;;
Le Ban-Saint-Martin;22110;57
Barchain;18310;
Baronville;19720;
Barst;24300;
Bassing;22730;
Baudrecourt;23000;
Bazoncourt;25010;
Bébing;21410;
Béchy;22760;
Behren-lès-Forbach;14620;23
Bellange;;
Bénestroff;19830;
Béning-lès-Saint-Avold;21090;
Berg-sur-Moselle;30890;
Bérig-Vintrange;18850;
Berling;22140;
Bermering;19250;
Berthelming;20040;
Bertrange;27320;53
Berviller-en-Moselle;21750;
Bettange;21720;
Bettborn;22370;
Bettelainville;21850;
Betting;22640;
Bettviller;22950;
Beux;24720;
Beyren-lès-Sierck;26630;
Bezange-la-Petite;;
Bibiche;22230;
Bickenholtz;;
Bidestroff;20200;
Biding;21900;
Bining;21520;
Bioncourt;23230;
Bionville-sur-Nied;21690;
Belles-Forêts;19340;
Bisten-en-Lorraine;22420;
Bistroff;20910;
Bitche;18220;38
Blanche-Église;22060;
Bliesbruck;23420;
Blies-Ébersing;24240;
Blies-Guersviller;25500;
Boucheporn;22710;
Boulange;22370;27
Boulay-Moselle;20040;43
Bourgaltroff;19120;
Bourdonnay;17150;
Bourscheid;23240;
Bousbach;23140;
Bousse;26190;54
Bousseviller;20730;
Boust;30490;
Boustroff;22510;
Bouzonville;18080;41
Bréhain;18710;
Breidenbach;22590;
Breistroff-la-Grande;28630;
Brettnach;19280;
Bronvaux;23960;
Brouck;;
Brouderdorff;22360;
Brouviller;22290;
Brulange;22400;
Buchy;24250;
Buding;24020;
Budling;23480;
Buhl-Lorraine;21540;
Burlioncourt;19230;
Burtoncourt;22170;
Cappel;21580;
Carling;19550;48
Cattenom;25440;42
Chailly-lès-Ennery;23680;
Chambrey;21060;
Chanville;20800;
Charleville-sous-Bois;21550;
Charly-Oradour;30550;
Château-Bréhain;;
Château-Rouge;25000;
Château-Salins;18950;43
Château-Voué;21270;
Châtel-Saint-Germain;25310;
Chémery-les-Deux;21140;
Cheminot;24140;
Chenois;;
Chérisey;24530;
Chesny;26390;
Chicourt;;
Chieulles;30470;
Clouange;20310;40
Cocheren;19650;42
Coincy;25710;
Coin-lès-Cuvry;26420;
Coin-sur-Seille;28040;
Colligny-Maizery;26390;
Colmen;23560;
Condé-Northen;22520;
Conthil;19080;
Contz-les-Bains;25510;
Corny-sur-Moselle;24920;61
Coume;22440;
Courcelles-Chaussy;23070;57
Courcelles-sur-Nied;24420;
Craincourt;21770;
Créhange;19610;44
Creutzwald;18310;42
Cutting;19700;
Cuvry;28370;
Dabo;20920;47
Dalem;23340;
Dalhain;18350;
Dalstein;22880;
Danne-et-Quatre-Vents;22800;
Dannelbourg;22340;
Delme;21140;
Denting;22340;
Desseling;20530;
Destry;;
Diane-Capelle;20950;
Diebling;22560;
Dieuze;19480;44
Diffembach-lès-Hellimer;20380;
Distroff;25320;
Dolving;21000;
Domnom-lès-Dieuze;;
Donjeux;21590;
Donnelay;19330;
Ébersviller;21060;
Éblange;23580;
Éguelshardt;20980;
Eincheville;22090;
Elvange;20520;
Elzange;22330;
Enchenberg;22240;
Ennery;25150;56
Entrange;31280;
Epping;23580;
Erching;22500;
Ernestviller;23580;
Erstroff;20030;
Escherange;31940;
Les Étangs;26890;
Etting;21800;
Etzling;24010;
Évrange;30980;
Failly;26890;
Falck;20810;46
Fameck;18150;31
Farébersviller;14340;20
Farschviller;21140;
Faulquemont;19330;44
Fénétrange;19950;
Fèves;23730;
Féy;27300;
Filstroff;21820;
Fixem;28160;
Flastroff;22290;
Fleisheim;19060;
Flétrange;22350;
Fleury;25990;
Flévy;24900;
Flocourt;25950;
Florange;19580;35
Folkling;22940;
Folschviller;17240;36
Fonteny;21700;
Fontoy;20620;37
Forbach;16400;37
Fossieux;20410;
Foulcrey;19000;
Fouligny;21880;
Foville;;
Francaltroff;19920;
Fraquelfing;;
Frauenberg;23670;
Freistroff;22010;
Frémery;;
Frémestroff;21090;
Fresnes-en-Saulnois;21270;
Freybouse;20800;
Freyming-Merlebach;17120;34
Fribourg;18570;
Gandrange;22630;44
Garrebourg;20690;
Gavisse;30470;
Gelucourt;20180;
Gerbécourt;;
Givrycourt;;
Glatigny;27280;
Goetzenbruck;21450;
Goin;22330;
Gomelange;21490;
Gondrexange;21600;
Gorze;21870;
Gosselming;22220;
Gravelotte;22930;
Grémecey;19140;
Gréning;19700;
Grindorff-Bizing;23830;
Grosbliederstroff;23940;57
Gros-Réderching;21010;
Grostenquin;21060;
Grundviller;22930;
Guebenhouse;19650;
Guébestroff;;
Guéblange-lès-Dieuze;19330;
Le Val-de-Guéblange;20720;
Guébling;20000;
Guénange;20570;39
Val-de-Bride;19980;
Guenviller;23390;
Guermange;;
Guerstling;21480;
Guerting;23050;
Guessling-Hémering;21090;
Guinglange;22080;
Guinkirchen;22630;
Guinzeling;;
Guntzviller;21040;
Haboudange;17630;
Hagen;37340;
Hagondange;20450;42
Hallering;23860;
Halstroff;18630;
Basse-Ham;24610;46
Ham-sous-Varsberg;20640;49
Hambach;22620;58
Hampont;20210;
Hangviller;19210;
Hannocourt;;
Han-sur-Nied;21710;
Hanviller;19400;
Haraucourt-sur-Seille;;
Hargarten-aux-Mines;21320;
Harprich;20340;
Harreberg;21740;
Hartzviller;21690;
Haselbourg;20940;
Haspelschiedt;20750;
Hattigny;18990;
Hauconcourt;21760;
Haut-Clocher;22760;
Havange;25390;
Hayange;19980;33
Hayes;24120;
Hazembourg;18960;
Heining-lès-Bouzonville;24280;
Hellering-lès-Fénétrange;20150;
Hellimer;22030;
Helstroff;21660;
Hémilly;21760;
Héming;20770;
Henridorff;22610;
Henriville;22040;
Hérange;21590;
Hermelange;22910;
Herny;20490;
Hertzing;18940;
Hesse;22140;
Hestroff;21560;
Hettange-Grande;27470;34
Hilbesheim;21480;
Hilsprich;21550;
Hinckange;19410;
Holacourt;;
Holling;22110;
Holving;21940;
Hombourg-Budange;21930;
Hombourg-Haut;17750;37
Hommarting;22240;
Hommert;22120;
Honskirch;19530;
L'Hôpital;18470;39
Hoste;22210;
Hottviller;21820;
Hultehouse;22830;
Hundling;22710;
Hunting;26200;
Ibigny;;
Illange;25070;
Imling;21480;
Inglange;25540;
Insming;20410;
Insviller;18960;
Ippling;24510;
Jallaucourt;20040;
Jouy-aux-Arches;25630;
Jury;24840;
Jussy;31950;
Juvelize;;
Juville;23840;
Kalhausen;22480;
Kanfen;32860;
Kappelkinger;20440;
Kédange-sur-Canner;23540;
Kemplich;19540;
Kerbach;23440;
Kerling-lès-Sierck;24180;
Kerprich-aux-Bois;20700;
Kirsch-lès-Sierck;27880;
Kirschnaumen;24920;
Kirviller;25030;
Klang;21970;
Knutange;18520;31
Kœnigsmacker;24430;42
Haute-Kontz;25530;
Kuntzig;25370;
Lachambre;23280;
Lafrimbolle;20330;
Lagarde;19810;
Lambach;21110;
Landange;20390;
Landroff;20220;
Laneuveville-lès-Lorquin;22260;
Laneuveville-en-Saulnois;20720;
Langatte;21660;
Languimberg;21280;
Laning;21480;
Laquenexy;24980;
Laudrefang;22790;
Laumesfeld;19920;
Launstroff;22270;
Lelling;22340;
Lemberg;19970;
Lemoncourt;;
Lemud;21420;
Lengelsheim;19990;
Léning;20130;
Lesse;20640;
Lessy;29610;
Ley;;
Leyviller;21070;
Lezey;;
Lidrezing;;
Liederschiedt;18520;
Liéhon;20050;
Lindre-Basse;22840;
Lindre-Haute;;
Liocourt;22380;
Lixheim;19410;
Lixing-lès-Rouhling;22700;
Lixing-lès-Saint-Avold;21470;
Lhor;20300;
Lommerange;23050;
Longeville-lès-Metz;23220;55
Longeville-lès-Saint-Avold;22040;56
Lorquin;21510;
Lorry-lès-Metz;28590;
Lorry-Mardigny;22340;
Lostroff;;
Loudrefing;19320;
Loupershouse;22210;
Loutzviller;21500;
Louvigny;23560;
Lubécourt;;
Lucy;20720;
Luppy;23050;
Luttange;24330;
Lutzelbourg;21070;
Macheren;21880;54
Mainvillers;24030;
Maizeroy;25300;
Maizières-lès-Metz;19850;42
Maizières-lès-Vic;18940;
Malaucourt-sur-Seille;19600;
Malling;26800;
Malroy;27490;
Manderen-Ritzing;25460;
Manhoué;21120;
Manom;27630;53
Many;23650;
Marange-Silvange;21980;47
Marange-Zondrange;22590;
Marieulles;25940;
Marimont-lès-Bénestroff;;
Marly;25580;63
Marsal;18590;
Marsilly;25880;
Marthille;20290;
La Maxe;25440;
Maxstadt;22290;
Mécleuves;26920;
Mégange;20840;
Meisenthal;22390;
Menskirch;22470;
Merschweiller;28810;
Merten;22900;
Métairies-Saint-Quirin;21390;
Metting;21860;
Metz;19300;46
Metzeresche;24680;
Metzervisse;25760;46
Metzing;22230;
Mey;26110;
Mittelbronn;21810;
Mittersheim;19160;
Molring;;
Momerstroff;20120;
Moncheux;21020;
Moncourt;;
Mondelange;20690;40
Mondorff;31460;
Monneren;21660;
Montbronn;21670;
Montdidier;;
Montenach;25740;
Montigny-lès-Metz;20230;49
Montois-la-Montagne;21550;48
Ogy-Montoy-Flanville;25730;
Morhange;16610;35
Morsbach;19980;45
Morville-lès-Vic;19260;
Morville-sur-Nied;17270;
Moulins-lès-Metz;22690;55
Moussey;19110;
Mouterhouse;20940;
Moyenvic;18340;
Moyeuvre-Grande;18280;34
Moyeuvre-Petite;19940;
Mulcey;21710;
Munster;19720;
Narbéfontaine;20750;
Nébing;19330;
Nelling;20610;
Neufchef;24420;46
Neufgrange;24400;
Neufmoulins;;
Neufvillage;;
Neunkirchen-lès-Bouzonville;25570;
Niderhoff;21340;
Niderviller;21920;
Niederstinzel;19060;
Niedervisse;22070;
Nilvange;19700;31
Nitting;22540;
Noisseville;26250;
Norroy-le-Veneur;26270;
Nouilly;28110;
Nousseviller-lès-Bitche;25000;
Nousseviller-Saint-Nabor;23860;
Novéant-sur-Moselle;22970;
Oberdorff;24900;
Obergailbach;22830;
Oberstinzel;19980;
Obervisse;22180;
Obreck;;
Œting;24860;62
Ommeray;19420;
Oriocourt;;
Ormersviller;23420;
Orny;25460;
Oron;;
Ottange;25430;19
Ottonville;20980;
Oudrenne;24670;
Pagny-lès-Goin;20720;
Pange;26690;
Peltre;26790;
Petit-Réderching;21190;
Petit-Tenquin;19310;
Petite-Rosselle;18510;41
Pettoncourt;20970;
Pévange;;
Phalsbourg;21020;49
Philippsbourg;20300;
Piblange;20000;
Pierrevillers;24300;
Plaine-de-Walsch;22270;
Plappeville;30230;72
Plesnois;29150;
Pommérieux;26040;
Pontoy;24730;
Pontpierre;21460;
Porcelette;23380;59
Postroff;21190;
Pouilly;25520;
Pournoy-la-Chétive;26060;
Pournoy-la-Grasse;27750;
Prévocourt;20880;
Puttelange-aux-Lacs;19880;43
Puttelange-lès-Thionville;29260;
Puttigny;;
Puzieux;24210;
Racrange;18600;
Rahling;20750;
Ranguevaux;21820;
Raville;22630;
Réchicourt-le-Château;17970;
Rédange;27870;
Réding;21640;55
Rémelfang;21180;
Rémelfing;22980;
Rémeling;24280;
Rémering;23140;
Rémering-lès-Puttelange;22410;
Rémilly;22830;
Réning;20770;
Basse-Rentgen;34000;
Retonfey;25200;
Rettel;24690;
Reyersviller;21450;
Rezonville-Vionville;23000;
Rhodes;22860;
Riche;18860;
Richeling;20310;
Richemont;23050;
Richeval;20850;
Rimling;21400;
Rochonvillers;24650;
Rodalbe;20070;
Rodemack;33920;
Rohrbach-lès-Bitche;22410;53
Rolbing;21200;
Rombas;18660;37
Romelfing;20800;
Roncourt;21780;
Roppeviller;;
Rorbach-lès-Dieuze;;
Rosbruck;20330;
Rosselange;18510;35
Rouhling;20670;49
Roupeldange;22670;
Roussy-le-Village;32410;
Rozérieulles;26860;
Rurange-lès-Thionville;27930;57
Russange;28730;
Rustroff;25180;
Sailly-Achâtel;23190;
Saint-Avold;19300;46
Sainte-Barbe;25320;
Saint-Epvre;21160;
Saint-François-Lacroix;24970;
Saint-Georges;21210;
Saint-Hubert;21760;
Saint-Jean-de-Bassel;19740;
Saint-Jean-Kourtzerode;23210;
Saint-Jean-Rohrbach;20040;
Saint-Julien-lès-Metz;26980;66
Saint-Jure;24120;
Saint-Louis;20940;
Saint-Louis-lès-Bitche;20900;
Sainte-Marie-aux-Chênes;21610;47
Saint-Médard;17280;
Saint-Privat-la-Montagne;23300;
Saint-Quirin;19920;
Sainte-Ruffine;30660;
Salonnes;18080;
Sanry-lès-Vigy;24880;
Sanry-sur-Nied;25370;
Sarralbe;19610;44
Sarraltroff;20060;
Sarrebourg;18130;43
Sarreguemines;18710;44
Sarreinsming;23560;
Saulny;29590;
Schalbach;21270;
Schmittviller;24660;
Schneckenbusch;21130;
Schœneck;22770;58
Schorbach;21640;
Schwerdorff;22850;
Schweyen;25570;
Scy-Chazelles;26170;63
Secourt;23500;
Seingbouse;22040;
Semécourt;24490;
Serémange-Erzange;20380;38
Servigny-lès-Raville;21580;
Servigny-lès-Sainte-Barbe;27570;
Sierck-les-Bains;24530;
Siersthal;20520;
Sillegny;24980;
Silly-en-Saulnois;;
Silly-sur-Nied;24960;
Solgne;23360;
Sorbey;21980;
Sotzeling;;
Soucht;21760;
Spicheren;24050;58
Stiring-Wendel;17470;36
Sturzelbronn;17970;
Suisse;;
Talange;18990;38
Tarquimpol;;
Tenteling;23630;
Terville;21730;37
Téterchen;21320;
Teting-sur-Nied;20580;
Théding;19200;41
Thicourt;22100;
Thimonville;21110;
Thionville;22450;39
Thonville;;
Tincry;21290;
Torcheville;21850;
Tragny;;
Trémery;24310;
Tressange;25510;
Tritteling-Redlach;22630;
Troisfontaines;21700;
Tromborn;22090;
Turquestein-Blancrupt;;
Uckange;17070;29
Vahl-Ebersing;21890;
Vahl-lès-Bénestroff;20720;
Vahl-lès-Faulquemont;19390;
Vallerange;19220;
Valmestroff;25060;
Valmont;20880;47
Valmunster;;
Vannecourt;;
Vantoux;27910;
Vany;27860;
Varize-Vaudoncourt;23840;
Varsberg;23250;
Vasperviller;21670;
Vatimont;20400;
Vaudreching;22800;
Vaux;28760;
Vaxy;22880;
Veckersviller;20610;
Veckring;23290;
Velving;22300;
Vergaville;20030;
Vernéville;23680;
Verny;24290;60
Vescheim;20980;
Vibersviller;19930;
Vic-sur-Seille;20980;
Vieux-Lixheim;20670;
Haute-Vigneulles;21450;
Vigny;21190;
Vigy;25400;
Viller;19330;
Villers-Stoncourt;22670;
Villers-sur-Nied;;
Villing;25540;
Vilsberg;22170;
Virming;20330;
Vitry-sur-Orne;21170;45
Vittersbourg;17620;
Vittoncourt;22660;
Viviers;23380;
Voimhaut;22160;
Volmerange-lès-Boulay;22240;
Volmerange-les-Mines;29370;
Volmunster;20570;
Volstroff;24770;47
Voyer;20600;
Vry;23660;
Vulmont;;
Waldhouse;21340;
Waldweistroff;23070;
Waldwisse;21880;
Walschbronn;21900;
Walscheid;20880;
Waltembourg;25650;
Wiesviller;22790;
Willerwald;22020;
Wintersbourg;21850;
Wittring;22250;
Vœlfling-lès-Bouzonville;24100;
Wœlfling-lès-Sarreguemines;21940;
Woippy;16250;36
Woustviller;21600;50
Wuisse;;
Xanrey;20790;
Xocourt;18940;
Xouaxange;20940;
Yutz;22280;40
Zarbeling;;
Zetting;21900;
Zilling;20650;
Zimming;19840;
Zommange;;
Zoufftgen;32020;
Diesen;21730;
Stuckange;28220;
Achun;20710;
Alligny-Cosne;19900;
Alligny-en-Morvan;19770;
Alluy;17750;
Amazy;18960;
Anlezy;18240;
Annay;19490;
Anthien;17100;
Arbourse;20750;
Arleuf;18160;
Armes;21690;
Arquian;18850;
Arthel;;
Arzembouy;;
Asnan;18230;
Asnois;22110;
Aunay-en-Bazois;18710;
Authiou;;
Avrée;;
Avril-sur-Loire;22960;
Azy-le-Vif;18770;
Bazoches;19460;
Bazolles;19950;
Béard;21020;
Beaulieu;18390;
Beaumont-la-Ferrière;17640;
Beaumont-Sardolles;20530;
Beuvron;;
Biches;17640;
Billy-Chevannes;19420;
Billy-sur-Oisy;19850;
Bitry;20610;
Blismes;16320;
Bona;21660;
Bouhy;19360;
Brassy;20180;
Breugnon;19280;
Brèves;21070;
Brinay;15820;
Brinon-sur-Beuvron;18550;
Bulcy;20150;
Bussy-la-Pesle;;
La Celle-sur-Loire;19480;
La Celle-sur-Nièvre;20260;
Cercy-la-Tour;18730;
Cervon;19230;
Cessy-les-Bois;18510;
Chalaux;;
Challement;;
Challuy;21470;
Champallement;;
Champlemy;18850;
Champlin;;
Champvert;20900;
Champvoux;23060;
Chantenay-Saint-Imbert;19740;
La Chapelle-Saint-André;18920;
La Charité-sur-Loire;19460;45
Charrin;20200;
Chasnay;19490;
Château-Chinon (Ville);17030;
Château-Chinon (Campagne);20560;
Châteauneuf-Val-de-Bargis;19850;
Châtillon-en-Bazois;19550;
Châtin;;
Chaulgnes;22450;
Chaumard;21940;
Chaumot;18770;
Chazeuil;;
Chevannes-Changy;20330;
Chevenon;21730;
Chevroches;20990;
Chiddes;19420;
Chitry-les-Mines;20700;
Chougny;;
Ciez;20660;
Cizely;;
Clamecy;17410;38
La Collancelle;17300;
Colméry;21060;
Corancy;20590;
Corbigny;19390;
Corvol-d'Embernard;;
Corvol-l'Orgueilleux;19270;
Cosne-Cours-sur-Loire;19720;45
Cossaye;19230;
Coulanges-lès-Nevers;22390;59
Couloutre;22560;
Courcelles;19000;
Crux-la-Ville;19120;
Cuncy-lès-Varzy;21220;
Dampierre-sous-Bouhy;18710;
Decize;19490;43
Devay;21160;
Diennes-Aubigny;;
Dirol;20530;
Dommartin;18660;
Dompierre-sur-Nièvre;19280;
Donzy;19130;
Dornecy;18920;
Dornes;19060;
Druy-Parigny;19990;
Dun-les-Places;19730;
Dun-sur-Grandry;17060;
Empury;;
Entrains-sur-Nohain;18400;
Epiry;18500;
Fâchin;21680;
La Fermeté;22250;
Fertrève;;
Fléty;18090;
Fleury-sur-Loire;20700;
Flez-Cuzy;17930;
Fourchambault;17750;37
Fours;18560;
Frasnay-Reugny;;
Gâcogne;17860;
Garchizy;20030;50
Garchy;20810;
Germenay;19280;
Germigny-sur-Loire;21680;
Gien-sur-Cure;;
Gimouille;20230;
Giry;19660;
Glux-en-Glenne;;
Gouloux;17790;
Grenois;18790;
Guérigny;20160;46
Guipy;20460;
Héry;;
Imphy;18950;41
Isenay;;
Jailly;;
Lamenay-sur-Loire;;
Langeron;20250;
Lanty;16510;
Larochemillay;16960;
Lavault-de-Frétoy;;
Limanton;18340;
Limon;19620;
Livry;18650;
Lormes;19220;
Lucenay-lès-Aix;18000;
Lurcy-le-Bourg;18160;
Luthenay-Uxeloup;21130;
Luzy;18970;
Lys;19690;
La Machine;18340;37
Magny-Cours;21450;
Magny-Lormes;;
La Maison-Dieu;18790;
La Marche;21900;
Marcy;19800;
Marigny-l'Église;19890;
Mars-sur-Allier;20940;
Marigny-sur-Yonne;18830;
