;;;;GRANDE_SURFACE;GRANDE_SURFACE;GRANDE_SURFACE;GRANDE_SURFACE;PROXIMITE;PROXIMITE;PROXIMITE;GRANDE_SURFACE;PROXIMITE;PROXIMITE;PROXIMITE;AUTRE;PROXIMITE;ELECTRONIQUE;GRANDE_SURFACE;GRANDE_SURFACE;GRANDE_SURFACE;GRANDE_SURFACE;PROXIMITE;PROXIMITE;PROXIMITE;PROXIMITE;AUTRE
id_departement;libelle_de_commune;annee;population;hypermarche;supermarche;grande_surface_de_bricolage;superette;epicerie;boulangerie;boucherie_charcuterie;produits_surgeles;poissonnerie;librairie_papeterie_journaux;magasin_de_vetements;magasin_d_equipements_du_foyer;magasin_de_chaussures;magasin_d_electromenager_et_de_mat_audio_video;magasin_de_meubles;magasin_d_articles_de_sports_et_de_loisirs;magasin_de_revetements_murs_et_sols;droguerie_quincaillerie_bricolage;parfumerie;horlogerie_bijouterie;fleuriste;magasin_d_optique;station_service
75;Paris 19e Arrondissement;2002;0;0;30;7;35;123;121;70;9;13;95114748;201;22;30;26;16;10;7;14;47;24;28;70;12
75;Paris 1er Arrondissement;2002;0;4;8;6;12;29;48;13;0;6;75;760;23;70;21;38;24;9;12;70;122;28;38;5
75;Paris 20e Arrondissement;2002;0;6;39;10;23;156;137;58;14;6;74;277;36;44;45;40;12;11;23;41;28;41;45;8
75;Paris 2e Arrondissement;2002;0;0;6;8;17;32;39;11;5;5;57;517;29;49;15;17;11;5;11;31;59;17;40;0
75;Paris 3e Arrondissement;2002;0;4;6;2;13;34;40;9;7;3;29;441;27;69;15;32;17;7;17;39;73;24;28;0
75;Paris 4e Arrondissement;2002;0;0;5;3;10;39;49;18;0;5;76;363;50;34;17;30;15;7;7;44;38;43;48;0
75;Paris 5e Arrondissement;2002;0;0;10;9;13;61;83;29;8;9;170;119;29;23;18;20;54;8;12;23;20;41;33;3
75;Paris 6e Arrondissement;2002;0;0;8;5;14;53;51;17;4;7;188;479;74;172;12;49;12;15;12;40;62;25;46;0
75;Paris 7e Arrondissement;2002;0;0;20;0;12;39;63;26;6;5;121;368;74;65;13;115;10;27;15;31;52;32;41;7
75;Paris 8e Arrondissement;2002;0;0;24;5;15;59;53;23;8;5;152;510;112;137;38;74;28;17;12;96;141;43;81;8
75;Paris 9e Arrondissement;2002;0;0;24;4;21;72;75;42;5;9;168;385;61;99;49;43;18;3;9;72;95;46;69;0
77;Achères-la-Forêt;2002;1055;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;4
77;Amillis;2002;677;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Amponville;2002;445;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Andrezel;2002;282;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Annet-sur-Marne;2002;3687;0;0;0;0;4;5;0;0;0;0;0;5;0;4;0;0;0;0;0;0;6;0;0
77;Arbonne-la-Forêt;2002;1170;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
77;Argentières;2002;418;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Armentières-en-Brie;2002;1434;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;6;0;0;0;0;0;0;0
77;Arville;2002;133;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Aubepierre-Ozouer-le-Repos;2002;707;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;5;0;0
77;Aufferville;2002;465;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Augers-en-Brie;2002;244;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Aulnoy;2002;462;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Avon;2002;14968;2;8;2;3;7;8;7;3;0;9;4;6;6;0;3;0;0;0;2;0;5;6;3
77;Baby;2002;92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Bagneaux-sur-Loing;2002;2149;0;0;0;4;4;6;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0
77;Bailly-Romainvilliers;2002;5140;0;6;0;0;3;7;3;0;0;0;4;5;0;0;0;0;0;0;0;0;4;5;3
77;Balloy;2002;405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Bannost-Villegagnon;2002;455;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Barbey;2002;179;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Barbizon;2002;1299;0;0;0;0;6;4;7;0;0;0;0;5;0;0;6;0;0;0;0;0;0;0;0
77;Barcy;2002;269;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Bassevelle;2002;391;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Bazoches-lès-Bray;2002;762;0;0;0;0;0;5;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Beauchery-Saint-Martin;2002;349;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Beaumont-du-Gâtinais;2002;913;0;0;0;0;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
77;Beautheil;2002;689;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Beauvoir;2002;191;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Bellot;2002;759;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Bernay-Vilbert;2002;740;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;7;0;0
77;Beton-Bazoches;2002;677;0;0;0;0;6;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Bezalles;2002;211;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Blandy;2002;1068;0;0;0;0;6;5;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0
77;Blennes;2002;509;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Boisdon;2002;89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Bois-le-Roi;2002;5602;0;0;0;0;8;4;6;0;0;6;3;0;0;0;0;0;0;0;0;0;7;0;0
77;Boissettes;2002;560;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
77;Boissise-la-Bertrand;2002;750;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
77;Boissise-le-Roi;2002;3751;0;0;0;0;0;0;5;0;0;5;0;5;0;0;7;5;0;8;0;0;5;0;0
77;Boissy-aux-Cailles;2002;318;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Boissy-le-Châtel;2002;2342;0;3;0;0;7;5;5;0;0;0;0;3;0;0;2;3;0;6;0;0;3;0;0
77;Boitron;2002;366;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0
77;Bombon;2002;1110;0;0;0;0;8;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Bougligny;2002;707;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Boulancourt;2002;404;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Bouleurs;2002;1044;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Bourron-Marlotte;2002;3804;0;3;4;4;6;9;4;0;0;6;0;3;0;0;0;4;0;6;0;0;0;0;3
77;Boutigny;2002;875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Bransles;2002;432;0;0;0;0;0;4;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0
77;Bray-sur-Seine;2002;2454;0;6;5;0;5;5;5;0;0;3;6;0;0;3;0;5;0;3;0;3;0;5;5
77;Bréau;2002;302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Brie-Comte-Robert;2002;17819;0;9;3;4;8;12;10;5;0;9;20;7;9;5;6;6;0;3;6;4;10;10;9
77;Brou-sur-Chantereine;2002;3973;0;0;5;3;7;4;7;0;0;6;0;0;6;0;6;0;0;4;0;0;5;0;0
77;Burcy;2002;141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Bussières;2002;437;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Bussy-Saint-Georges;2002;21515;0;6;0;0;3;10;5;6;0;8;16;5;0;4;6;5;0;0;6;6;8;8;5
77;Bussy-Saint-Martin;2002;547;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Buthiers;2002;901;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Cannes-Écluse;2002;2359;0;5;3;0;0;4;0;0;0;0;0;0;0;0;0;2;0;0;0;0;4;0;0
77;Carnetin;2002;409;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Cély;2002;1136;0;0;0;0;2;0;0;0;7;0;0;6;0;0;0;0;0;0;0;0;0;0;0
77;Cerneux;2002;301;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Cesson;2002;8422;4;6;4;0;4;7;4;0;0;4;19;8;5;4;26;9;7;0;6;7;8;7;6
77;Cessoy-en-Montois;2002;204;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Chailly-en-Bière;2002;1531;0;0;0;0;4;3;0;0;0;0;0;0;0;0;6;0;0;6;0;0;4;0;0
77;Chailly-en-Brie;2002;1161;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
77;Chaintreaux;2002;1115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Chalautre-la-Grande;2002;584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Chalautre-la-Petite;2002;444;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Chalifert;2002;1158;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Chalmaison;2002;711;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Chambry;2002;972;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Chamigny;2002;1123;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0
77;Champagne-sur-Seine;2002;4483;0;7;0;0;6;8;6;0;5;0;6;0;0;3;0;3;0;0;0;4;6;4;5
77;Champcenest;2002;128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Champdeuil;2002;496;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Champeaux;2002;972;0;0;0;0;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Champs-sur-Marne;2002;19231;3;4;0;5;4;10;5;0;6;11;7;6;5;5;0;0;0;0;7;7;4;5;3
77;Changis-sur-Marne;2002;820;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0
77;Chanteloup-en-Brie;2002;3059;0;5;0;0;6;6;0;0;0;0;12;9;6;0;7;7;0;3;0;0;0;3;0
77;Charmentray;2002;301;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Charny;2002;1439;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Chartrettes;2002;2544;0;2;0;0;0;3;0;0;0;0;5;5;0;0;0;5;0;0;0;0;5;4;3
77;Chartronges;2002;235;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Châteaubleau;2002;260;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Château-Landon;2002;3193;0;4;0;6;0;6;8;0;0;7;3;0;0;7;0;5;0;0;4;0;2;0;2
77;Châtenay-sur-Seine;2002;885;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
77;Châtenoy;2002;208;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Châtillon-la-Borde;2002;270;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Châtres;2002;709;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Chauconin-Neufmontiers;2002;3342;0;0;0;0;0;6;0;0;0;0;0;3;0;0;0;0;0;0;0;0;4;0;0
77;Chauffry;2002;1368;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0
77;Chaumes-en-Brie;2002;2838;0;0;0;0;5;5;4;0;0;6;0;0;0;0;0;0;0;0;0;0;6;3;0
77;Chelles;2002;60429;6;12;4;10;16;39;22;6;5;10;46;10;10;13;13;8;4;9;11;10;20;14;9
77;Chenoise;2002;1447;0;0;0;0;6;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Chenou;2002;294;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Chessy;2002;5715;0;0;0;0;5;5;4;0;0;7;0;0;0;0;0;5;0;0;0;0;4;0;0
77;Chevrainvilliers;2002;233;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Chevru;2002;1036;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Chevry-Cossigny;2002;3755;0;3;0;0;3;2;7;0;0;0;7;0;0;0;0;0;0;0;0;5;0;0;0
77;Chevry-en-Sereine;2002;527;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Choisy-en-Brie;2002;1100;0;0;0;0;4;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Citry;2002;819;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Claye-Souilly;2002;8547;5;10;2;4;1;12;9;5;0;7;25;13;9;6;13;8;8;6;6;13;10;9;6
77;Clos-Fontaine;2002;228;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Cocherel;2002;629;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Collégien;2002;2531;6;0;2;0;4;7;0;0;0;6;42;5;7;5;0;3;0;0;7;9;5;9;5
77;Combs-la-Ville;2002;17879;0;9;0;0;6;9;4;2;4;6;5;0;7;4;0;4;0;0;5;0;9;7;4
77;Compans;2002;818;0;0;0;0;7;0;0;0;0;0;0;0;0;7;0;0;0;0;3;0;0;0;0
77;Conches-sur-Gondoire;2002;1639;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0
77;Condé-Sainte-Libiaire;2002;1175;0;0;0;0;5;6;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Congis-sur-Thérouanne;2002;2236;0;0;0;0;3;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Coubert;2002;1858;0;0;0;0;4;4;6;0;0;6;0;0;0;0;0;0;0;4;0;0;0;0;5
77;Couilly-Pont-aux-Dames;2002;1619;0;0;0;0;5;5;2;0;0;5;7;1;5;6;0;6;0;6;0;4;0;0;0
77;Coulombs-en-Valois;2002;653;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Coulommes;2002;436;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
77;Coulommiers;2002;17130;2;10;8;6;4;20;10;2;6;9;46;10;11;10;11;10;4;7;9;6;11;16;7
77;Coupvray;2002;3311;3;0;0;0;0;6;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;4
77;Courcelles-en-Bassée;2002;292;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Courchamp;2002;185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
77;Courpalay;2002;1599;0;0;0;0;5;4;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0
77;Courquetaine;2002;147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Courtacon;2002;253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0
77;Courtomer;2002;453;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Courtry;2002;8042;0;0;0;0;10;5;0;0;0;4;0;0;0;0;5;0;0;6;0;0;0;0;0
77;Coutençon;2002;258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Coutevroult;2002;917;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;5;0;0
77;Crécy-la-Chapelle;2002;3817;2;0;4;4;4;6;5;0;0;6;5;0;3;0;7;4;0;5;0;7;8;6;5
77;Crégy-lès-Meaux;2002;5598;0;4;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
77;Crèvecoeur-en-Brie;2002;276;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Crisenoy;2002;799;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Croissy-Beaubourg;2002;1770;0;5;6;0;2;6;0;0;0;5;7;6;0;3;0;5;0;5;5;0;5;0;2
77;Crouy-sur-Ourcq;2002;1730;0;0;5;0;0;4;4;0;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Cucharmoy;2002;240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Cuisy;2002;414;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Dagny;2002;286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Dammarie-les-Lys;2002;22776;3;8;7;4;6;15;11;0;0;5;11;4;4;0;10;10;0;6;6;6;7;6;9
77;Dammartin-en-Goële;2002;5993;0;7;7;6;5;5;5;0;0;3;5;6;0;6;4;0;0;0;0;0;5;6;0
77;Dammartin-sur-Tigeaux;2002;992;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Dampmart;2002;2501;0;0;4;0;5;4;0;0;0;0;4;0;0;0;0;0;0;4;0;0;0;0;0
77;Darvault;2002;855;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
77;Dhuisy;2002;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Diant;2002;186;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Donnemarie-Dontilly;2002;3473;0;0;3;0;6;7;3;0;0;3;0;0;0;0;0;0;0;0;0;0;2;0;6
77;Dormelles;2002;827;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Doue;2002;1258;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Douy-la-Ramée;2002;275;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Échouboulains;2002;520;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22
77;Écuelles;2002;3706;0;7;0;0;5;0;0;0;0;1;0;0;0;0;0;2;0;6;0;0;5;0;5
77;Égligny;2002;225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0
77;Égreville;2002;1924;0;5;0;0;2;6;7;0;0;6;0;0;0;0;0;0;0;0;0;0;5;0;4
77;Émerainville;2002;7441;0;5;4;0;7;4;1;0;0;8;5;6;0;5;8;3;0;0;0;0;0;5;5
77;Épisy;2002;597;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Esbly;2002;6107;0;3;0;0;7;6;5;3;3;4;7;4;6;0;3;0;0;5;2;4;10;6;5
77;Esmans;2002;980;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0
77;Étrépilly;2002;1099;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0
77;Everly;2002;586;0;0;0;0;6;5;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0
77;Évry-Grégy-sur-Yerre;2002;2439;0;0;0;0;4;5;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0
77;Faremoutiers;2002;3077;0;2;0;0;7;6;4;0;0;4;0;0;5;5;7;0;0;0;0;0;8;5;2
77;Favières;2002;1380;0;0;0;0;0;0;0;0;0;0;0;3;0;0;4;0;0;0;0;0;0;5;0
77;Faÿ-lès-Nemours;2002;578;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Féricy;2002;471;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0
77;Férolles-Attilly;2002;1089;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Ferrières-en-Brie;2002;2573;0;5;0;0;6;5;0;3;0;0;0;0;0;0;4;0;0;0;0;4;5;0;3
77;Flagy;2002;567;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Fleury-en-Bière;2002;564;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0
77;Fontainebleau;2002;14406;0;4;0;0;9;17;9;4;3;20;48;15;10;7;9;12;0;6;9;14;10;11;7
77;Fontaine-Fourches;2002;501;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;4;0;0
77;Fontaine-le-Port;2002;713;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Fontains;2002;228;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0
77;Fontenailles;2002;977;0;0;0;0;6;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0
77;Fontenay-Trésigny;2002;5242;0;5;0;0;0;4;5;0;0;5;5;5;0;0;0;3;0;4;0;5;3;5;4
77;Forfry;2002;240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Forges;2002;473;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
77;Fouju;2002;536;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Fresnes-sur-Marne;2002;571;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0
77;Frétoy;2002;125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Fromont;2002;211;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Fublaines;2002;1049;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0
77;Garentreville;2002;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Gastins;2002;529;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Germigny-l'Évêque;2002;1677;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
77;Germigny-sous-Coulombs;2002;204;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Gesvres-le-Chapitre;2002;190;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Giremoutiers;2002;143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Gironville;2002;192;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Gouaix;2002;1254;0;0;0;0;0;3;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0
77;Gouvernes;2002;951;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0
77;Grandpuits-Bailly-Carrois;2002;1462;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;5
77;Gravon;2002;179;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Gressy;2002;870;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Gretz-Armainvilliers;2002;8149;0;8;5;0;7;8;7;0;5;6;6;3;0;0;0;0;0;0;4;5;8;6;5
77;Grez-sur-Loing;2002;951;0;0;0;0;4;5;0;0;0;0;0;4;0;4;0;0;0;0;0;0;3;0;5
77;Grisy-Suisnes;2002;2021;0;0;0;0;5;5;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Grisy-sur-Seine;2002;115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Guérard;2002;2131;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
77;Guercheville;2002;235;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Guermantes;2002;1177;0;0;0;0;0;9;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0
77;Guignes;2002;3579;0;4;0;0;5;7;0;0;0;0;0;0;0;0;0;0;0;8;0;0;6;3;2
77;Gurcy-le-Châtel;2002;518;0;0;0;0;0;0;0;0;#VALUE!;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Hautefeuille;2002;315;0;0;0;0;0;0;0;3;0;0;0;0;#VALUE!;0;0;0;0;0;0;0;0;0;0
77;Héricy;2002;2483;0;0;0;0;4;5;0;0;0;5;2;0;0;0;0;0;0;0;0;0;2;0;0
77;Hermé;2002;667;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Hondevilliers;2002;215;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Ichy;2002;174;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Isles-les-Meldeuses;2002;928;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
