;;;;GRANDE_SURFACE;GRANDE_SURFACE;GRANDE_SURFACE;GRANDE_SURFACE;PROXIMITE;PROXIMITE;PROXIMITE;GRANDE_SURFACE;PROXIMITE;PROXIMITE;PROXIMITE;AUTRE;PROXIMITE;ELECTRONIQUE;GRANDE_SURFACE;GRANDE_SURFACE;GRANDE_SURFACE;GRANDE_SURFACE;PROXIMITE;PROXIMITE;PROXIMITE;PROXIMITE;AUTRE
id_departement;libelle_de_commune;annee;population;hypermarche;supermarche;grande_surface_de_bricolage;superette;epicerie;boulangerie;boucherie_charcuterie;produits_surgeles;poissonnerie;librairie_papeterie_journaux;magasin_de_vetements;magasin_d_equipements_du_foyer;magasin_de_chaussures;magasin_d_electromenager_et_de_mat_audio_video;magasin_de_meubles;magasin_d_articles_de_sports_et_de_loisirs;magasin_de_revetements_murs_et_sols;droguerie_quincaillerie_bricolage;parfumerie;horlogerie_bijouterie;fleuriste;magasin_d_optique;station_service
77;La Chapelle-Gauthier;2005;1521;0;0;0;7;0;9;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;La Chapelle-Iger;2005;138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;La Chapelle-la-Reine;2005;1955;0;7;6;0;0;5;0;0;0;4;6;0;0;0;0;0;0;0;0;0;7;5;7
77;La Chapelle-Moutils;2005;334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;La Chapelle-Rablais;2005;655;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;La Chapelle-Saint-Sulpice;2005;358;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0
77;La Croix-en-Brie;2005;604;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;La Ferté-Gaucher;2005;4487;0;12;0;0;6;9;6;0;0;4;10;8;0;9;6;8;0;7;0;8;8;4;3
77;La Ferté-sous-Jouarre;2005;11941;2;7;0;0;7;15;8;3;0;9;20;4;7;5;5;0;0;7;6;6;8;6;9
77;La Genevraye;2005;466;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;La Grande-Paroisse;2005;3108;0;0;0;0;7;5;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
77;La Haute-Maison;2005;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;La Houssaye-en-Brie;2005;1504;0;0;0;0;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;La Madeleine-sur-Loing;2005;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;La Rochette;2005;3194;0;0;0;6;6;9;7;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;6
77;La Tombe;2005;235;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;La Trétoire;2005;513;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Lagny-sur-Marne;2005;17910;7;4;0;6;11;19;12;0;9;12;22;13;9;18;10;6;0;7;8;6;8;10;3
77;Larchant;2005;655;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
77;Laval-en-Brie;2005;383;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Le Châtelet-en-Brie;2005;4067;0;0;0;0;4;8;6;5;0;5;0;6;0;0;6;5;0;6;0;6;7;7;0
77;Le Mée-sur-Seine;2005;15325;0;11;4;0;14;10;6;0;0;11;12;0;8;0;9;0;0;5;8;0;8;8;6
77;Le Mesnil-Amelot;2005;782;0;0;0;0;7;9;0;0;0;21;6;0;0;0;0;0;0;0;6;8;0;7;0
77;Le Pin;2005;926;0;0;0;0;9;4;8;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;6
77;Le Plessis-aux-Bois;2005;218;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Le Plessis-Feu-Aussoux;2005;510;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0
77;Le Plessis-l'Évêque;2005;256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Le Plessis-Placy;2005;296;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0
77;Le Vaudoué;2005;525;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0
77;Léchelle;2005;720;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Les Chapelles-Bourbon;2005;527;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Les Écrennes;2005;495;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Les Marêts;2005;214;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Les Ormes-sur-Voulzie;2005;1065;0;0;0;0;5;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Lescherolles;2005;518;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Lesches;2005;940;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Lésigny;2005;7873;0;5;0;0;5;7;5;0;8;6;7;0;6;6;6;6;0;0;2;7;8;5;8
77;Leudon-en-Brie;2005;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Lieusaint;2005;7839;3;5;0;0;7;8;0;7;0;8;92;9;10;7;0;10;7;0;11;15;6;10;6
77;Limoges-Fourches;2005;762;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Lissy;2005;145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Liverdy-en-Brie;2005;1312;0;0;0;0;0;6;5;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0
77;Livry-sur-Seine;2005;1856;0;0;0;0;5;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Lizines;2005;169;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Lizy-sur-Ourcq;2005;3465;0;9;0;0;8;9;8;7;0;8;10;6;7;0;0;0;5;0;0;0;5;8;6
77;Lognes;2005;14341;0;6;11;7;8;6;0;8;0;5;7;4;6;10;9;8;4;5;5;0;8;4;0
77;Longperrier;2005;2316;0;4;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;7
77;Longueville;2005;1981;0;0;0;5;0;7;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;5
77;Lorrez-le-Bocage-Préaux;2005;918;0;0;0;0;6;6;4;0;0;0;0;0;0;5;0;0;0;0;0;0;4;0;0
77;Louan-Villegruis-Fontaine;2005;363;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Luisetaines;2005;232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Lumigny-Nesles-Ormeaux;2005;1618;0;0;0;0;0;0;0;0;7;5;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Luzancy;2005;869;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Machault;2005;716;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Magny-le-Hongre;2005;4707;0;0;0;0;3;11;0;0;0;5;7;0;0;0;4;6;0;0;6;0;5;0;0
77;Maincy;2005;1614;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Maisoncelles-en-Brie;2005;676;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Maisoncelles-en-Gâtinais;2005;111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Maison-Rouge;2005;665;0;0;0;0;0;6;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0
77;Marchémoret;2005;398;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0
77;Marcilly;2005;482;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Mareuil-lès-Meaux;2005;1713;3;4;6;0;4;3;0;5;0;5;8;7;0;6;7;3;8;8;0;0;6;5;7
77;Marles-en-Brie;2005;1494;0;0;0;0;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Marolles-en-Brie;2005;395;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Marolles-sur-Seine;2005;1693;0;0;0;0;6;7;8;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0
77;Mary-sur-Marne;2005;1104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Mauperthuis;2005;471;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Mauregard;2005;349;0;0;0;0;7;4;0;0;0;20;8;0;0;8;0;0;0;0;7;6;0;0;0
77;May-en-Multien;2005;728;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Meaux;2005;57056;6;15;9;10;21;49;20;7;8;22;74;11;14;18;8;19;0;17;11;13;12;16;12
77;Meigneux;2005;227;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Meilleray;2005;632;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Melun;2005;41497;0;14;7;7;28;21;15;6;9;24;52;17;15;9;11;10;9;7;8;11;17;20;9
77;Melz-sur-Seine;2005;384;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Méry-sur-Marne;2005;588;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Messy;2005;815;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Misy-sur-Yonne;2005;860;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0
77;Mitry-Mory;2005;19008;0;8;7;8;9;12;12;0;0;7;10;9;8;11;6;0;0;0;9;0;9;7;9
77;Moisenay;2005;1410;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Moissy-Cramayel;2005;15134;0;6;0;0;9;9;7;0;0;5;7;6;0;6;0;0;0;0;5;0;7;6;0
77;Mondreville;2005;438;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Mons-en-Montois;2005;447;0;0;0;0;0;0;0;0;0;8;0;4;0;0;0;0;0;0;0;0;7;0;0
77;Montarlot;2005;250;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Montceaux-lès-Meaux;2005;674;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;6;0;0;0;0
77;Montceaux-lès-Provins;2005;293;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Montcourt-Fromonville;2005;2064;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;6;0;0
77;Montdauphin;2005;186;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Montenils;2005;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Montereau-Fault-Yonne;2005;12758;5;8;5;0;23;14;12;0;8;12;20;9;7;7;8;9;0;7;8;8;9;10;6
77;Montereau-sur-le-Jard;2005;430;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Montévrain;2005;6795;0;7;7;0;7;11;11;0;0;7;0;6;0;9;19;8;0;0;0;8;10;0;8
77;Montgé-en-Goële;2005;644;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Monthyon;2005;1462;0;0;0;0;6;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Montigny-le-Guesdier;2005;376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Montigny-Lencoup;2005;1170;0;0;0;0;8;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Montigny-sur-Loing;2005;2598;0;0;0;7;0;5;0;0;5;0;6;0;0;6;0;5;0;0;0;0;10;0;0
77;Montmachoux;2005;194;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Montolivet;2005;192;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Montry;2005;2863;0;0;0;0;6;5;0;0;0;4;0;0;0;0;0;0;0;0;0;0;8;0;0
77;Moret-sur-Loing;2005;3353;0;0;0;0;7;10;7;0;0;6;6;7;0;0;0;7;0;0;5;5;10;5;0
77;Mormant;2005;5030;0;6;6;0;8;5;4;0;0;0;0;3;0;5;0;0;0;0;0;6;6;5;6
77;Mortcerf;2005;1377;0;0;0;0;10;5;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0
77;Mortery;2005;167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Mouroux;2005;5127;0;7;7;0;6;6;0;0;0;0;5;7;0;6;6;4;0;9;0;0;7;0;7
77;Mousseaux-lès-Bray;2005;624;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0
77;Moussy-le-Neuf;2005;3586;0;7;0;0;0;3;0;0;5;6;0;0;0;7;0;0;0;0;0;0;5;0;4
77;Moussy-le-Vieux;2005;1006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Mouy-sur-Seine;2005;360;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Nandy;2005;7147;0;2;0;0;7;0;0;0;5;7;0;6;0;0;0;0;0;0;7;0;0;0;0
77;Nangis;2005;7635;0;9;0;5;8;10;7;0;0;5;7;10;5;5;7;6;0;7;7;7;8;7;5
77;Nanteau-sur-Essonne;2005;421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0
77;Nanteau-sur-Lunain;2005;721;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Nanteuil-lès-Meaux;2005;4800;0;6;0;8;7;8;10;0;4;6;8;9;6;0;6;5;0;0;0;0;7;4;10
77;Nanteuil-sur-Marne;2005;401;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Nantouillet;2005;205;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0
77;Nemours;2005;8488;9;11;6;0;14;18;8;5;6;8;20;11;13;9;9;7;0;7;7;8;11;8;9
77;Neufmoutiers-en-Brie;2005;1227;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0
77;Noisiel;2005;13466;0;8;0;0;20;8;7;0;0;9;9;7;0;0;0;8;0;0;0;5;7;6;5
77;Noisy-Rudignon;2005;567;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0
77;Noisy-sur-École;2005;1868;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Nonville;2005;501;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0
77;Noyen-sur-Seine;2005;357;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Obsonville;2005;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Ocquerre;2005;443;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Oissery;2005;2591;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0
77;Orly-sur-Morin;2005;539;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Ormesson;2005;314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Othis;2005;6902;7;9;7;0;0;6;0;0;0;3;5;8;7;0;0;0;0;0;0;0;7;7;5
77;Ozoir-la-Ferrière;2005;21134;0;9;6;0;10;16;7;0;8;10;12;7;8;0;7;10;0;6;8;8;10;9;7
77;Ozouer-le-Voulgis;2005;1853;0;0;0;0;7;9;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
77;Paley;2005;525;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Pamfou;2005;759;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Paroy;2005;107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Passy-sur-Seine;2005;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Pécy;2005;571;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Penchard;2005;1286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Perthes;2005;2440;0;0;0;0;5;0;5;0;0;0;0;0;0;0;6;0;0;0;6;0;0;0;0
77;Pézarches;2005;344;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0
77;Pierre-Levée;2005;666;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;4;0;0
77;Poigny;2005;779;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0
77;Poincy;2005;907;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0
77;Poligny;2005;793;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Pommeuse;2005;2157;0;0;0;0;0;6;0;0;0;6;0;5;0;0;0;0;5;0;0;0;0;0;0
77;Pomponne;2005;2832;0;0;0;0;0;0;5;0;0;4;0;6;0;5;0;0;0;0;0;0;7;6;9
77;Pontault-Combault;2005;29439;5;11;12;0;11;18;8;4;0;9;37;14;12;7;20;14;4;11;13;12;11;9;6
77;Pontcarré;2005;1916;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Précy-sur-Marne;2005;780;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Presles-en-Brie;2005;2464;0;0;0;0;4;8;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
77;Pringy;2005;1999;0;8;0;0;0;8;7;0;0;0;7;10;0;0;8;0;5;3;0;0;0;7;0
77;Provins;2005;10046;8;8;9;0;9;12;15;8;0;12;24;14;9;12;10;5;0;5;12;8;6;10;6
77;Puisieux;2005;379;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Quiers;2005;560;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Quincy-Voisins;2005;3234;0;0;0;4;8;5;7;0;0;0;0;9;0;4;0;6;0;7;7;0;4;0;0
77;Rampillon;2005;756;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0
77;Réau;2005;1335;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
77;Rebais;2005;1633;0;6;0;4;4;9;5;0;0;6;0;0;0;0;0;0;0;0;0;0;6;0;5
77;Recloses;2005;541;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Remauville;2005;362;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Reuil-en-Brie;2005;959;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Roissy-en-Brie;2005;17362;0;7;0;8;9;11;8;0;0;8;6;5;0;5;0;0;0;8;0;6;10;4;7
77;Rouilly;2005;399;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Rouvres;2005;563;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
77;Rozay-en-Brie;2005;1833;0;7;2;6;6;7;0;0;0;7;9;0;0;0;0;0;0;0;0;0;8;7;4
77;Rubelles;2005;2318;0;4;0;0;0;0;0;8;0;6;4;0;0;0;0;0;0;7;0;0;5;5;4
77;Rumont;2005;149;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0
77;Rupéreux;2005;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Saâcy-sur-Marne;2005;1647;0;0;0;0;8;9;6;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0
77;Sablonnières;2005;838;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Saint-Ange-le-Viel;2005;183;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Saint-Augustin;2005;1329;0;0;0;0;0;7;5;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0
77;Saint-Barthélemy;2005;406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Saint-Brice;2005;569;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Saint-Cyr-sur-Morin;2005;1498;0;0;0;0;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0
77;Saint-Denis-lès-Rebais;2005;927;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Sainte-Aulde;2005;586;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Sainte-Colombe;2005;2412;0;0;0;0;0;5;5;0;0;6;0;0;0;0;0;0;0;0;0;0;5;0;0
77;Saint-Fargeau-Ponthierry;2005;12996;0;4;0;8;10;10;8;0;0;9;0;11;4;0;0;8;0;7;0;4;7;8;7
77;Saint-Fiacre;2005;332;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Saint-Germain-Laval;2005;3227;0;0;0;0;8;0;0;0;0;0;4;0;0;0;0;0;0;5;0;0;0;0;0
77;Saint-Germain-Laxis;2005;574;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0
77;Saint-Germain-sous-Doue;2005;510;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Saint-Germain-sur-École;2005;258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0
77;Saint-Germain-sur-Morin;2005;3824;0;5;0;7;0;9;7;0;0;0;0;0;0;7;0;0;0;0;0;0;5;7;7
77;Saint-Hilliers;2005;404;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Saint-Jean-les-Deux-Jumeaux;2005;1003;0;0;0;0;7;3;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Saint-Just-en-Brie;2005;182;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Saint-Léger;2005;186;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Saint-Loup-de-Naud;2005;724;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Saint-Mammès;2005;3144;0;0;0;7;6;5;6;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Saint-Mard;2005;3508;0;7;0;4;0;2;10;0;0;0;0;0;0;0;6;0;0;0;0;0;8;0;0
77;Saint-Mars-Vieux-Maisons;2005;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Saint-Martin-des-Champs;2005;715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Saint-Martin-du-Boschet;2005;325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Saint-Martin-en-Bière;2005;702;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Saint-Méry;2005;364;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Saint-Mesmes;2005;690;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Saint-Ouen-en-Brie;2005;1172;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Saint-Ouen-sur-Morin;2005;724;0;0;0;0;0;0;0;0;0;0;9;0;0;0;7;0;0;0;0;0;0;0;0
77;Saint-Pathus;2005;4265;0;0;0;0;7;8;0;0;0;4;7;5;0;0;0;0;0;0;8;0;0;7;0
77;Saint-Pierre-lès-Nemours;2005;7155;0;7;0;0;6;9;0;0;0;5;0;0;0;0;7;0;0;0;0;0;8;7;5
77;Saint-Rémy-la-Vanne;2005;950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Saints;2005;1840;0;0;0;0;0;6;0;0;0;0;9;0;0;0;0;10;0;0;0;0;0;0;0
77;Saint-Sauveur-lès-Bray;2005;244;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Saint-Sauveur-sur-École;2005;789;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0
77;Saint-Siméon;2005;638;0;0;0;0;0;7;0;0;0;0;0;0;0;7;0;0;0;0;0;0;4;0;0
77;Saint-Soupplets;2005;2265;0;5;0;0;8;10;4;0;0;5;5;7;0;7;7;0;0;0;0;0;10;5;7
77;Saint-Thibault-des-Vignes;2005;7096;0;8;5;0;5;6;8;6;0;4;9;8;5;0;10;8;0;0;0;0;9;0;6
77;Salins;2005;1188;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0
77;Sammeron;2005;1024;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0
77;Samois-sur-Seine;2005;2819;0;0;0;0;7;8;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
77;Samoreau;2005;1434;0;5;0;0;0;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Sancy;2005;456;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Sancy-lès-Provins;2005;283;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0
77;Savigny-le-Temple;2005;36617;0;9;0;7;13;13;9;8;0;8;14;5;6;7;11;0;6;5;0;0;10;7;4
